label,start_row,end_row,num_rows,start_time,end_time,unique_timestamps,duration_seconds_wall
None,0,16703,16704,1675706867.0,1675707388.0,522,521.0
jelly,16704,22527,5824,1675707389.0,1675707570.0,182,181.0
None,22528,22783,256,1675707571.0,1675707578.0,8,7.0
count,22784,24767,1984,1675707579.0,1675707640.0,62,61.0
None,24768,25055,288,1675707641.0,1675707649.0,9,8.0
good,25056,28415,3360,1675707650.0,1675707754.0,105,104.0
None,28416,29119,704,1675707755.0,1675707776.0,22,21.0
animal,29120,34943,5824,1675707777.0,1675707958.0,182,181.0
None,34944,35551,608,1675707959.0,1675707977.0,19,18.0
prepareSong,35552,36319,768,1675707978.0,1675708001.0,24,23.0
None,36320,38015,1696,1675708002.0,1675708054.0,53,52.0
stroop,38016,42399,4384,1675708055.0,1675708191.0,137,136.0
None,42400,43551,1152,1675708192.0,1675708227.0,36,35.0
arithmetic,43552,49119,5568,1675708228.0,1675708401.0,174,173.0
None,49120,49215,96,1675708402.0,1675708404.0,3,2.0
stress,49216,60319,11104,1675708405.0,1675708751.0,347,346.0
None,60320,61055,736,1675708752.0,1675708774.0,23,22.0
bad,61056,63743,2688,1675708775.0,1675708858.0,84,83.0
None,63744,66359,2616,1675708859.0,1675708940.0,82,81.0
