label,start_row,end_row,num_rows,start_time,end_time,unique_timestamps,duration_seconds_wall
None,0,26943,26944,1675287667.0,1675288508.0,842,841.0
jelly,26944,32767,5824,1675288509.0,1675288690.0,182,181.0
None,32768,33087,320,1675288691.0,1675288700.0,10,9.0
count,33088,34975,1888,1675288701.0,1675288759.0,59,58.0
None,34976,35327,352,1675288760.0,1675288770.0,11,10.0
good,35328,38815,3488,1675288771.0,1675288879.0,109,108.0
None,38816,39327,512,1675288880.0,1675288895.0,16,15.0
animal,39328,45151,5824,1675288896.0,1675289077.0,182,181.0
None,45152,45503,352,1675289078.0,1675289088.0,11,10.0
prepareSong,45504,46527,1024,1675289089.0,1675289120.0,32,31.0
None,46528,48287,1760,1675289121.0,1675289175.0,55,54.0
stroop,48288,52991,4704,1675289176.0,1675289322.0,147,146.0
None,52992,53887,896,1675289323.0,1675289350.0,28,27.0
arithmetic,53888,59391,5504,1675289351.0,1675289522.0,172,171.0
None,59392,59487,96,1675289523.0,1675289525.0,3,2.0
stress,59488,70591,11104,1675289526.0,1675289872.0,347,346.0
None,70592,71007,416,1675289873.0,1675289885.0,13,12.0
bad,71008,74591,3584,1675289886.0,1675289997.0,112,111.0
None,74592,75785,1194,1675289998.0,1675290035.0,38,37.0
