label,start_row,end_row,num_rows,start_time,end_time,unique_timestamps,duration_seconds_wall
None,0,14399,14400,1675273057.0,1675273506.0,450,449.0
jelly,14400,20223,5824,1675273507.0,1675273688.0,182,181.0
None,20224,20447,224,1675273689.0,1675273695.0,7,6.0
count,20448,22431,1984,1675273696.0,1675273757.0,62,61.0
None,22432,22687,256,1675273758.0,1675273765.0,8,7.0
good,22688,26431,3744,1675273766.0,1675273882.0,117,116.0
None,26432,26815,384,1675273883.0,1675273894.0,12,11.0
animal,26816,32639,5824,1675273895.0,1675274076.0,182,181.0
None,32640,33375,736,1675274077.0,1675274099.0,23,22.0
prepareSong,33376,34047,672,1675274100.0,1675274120.0,21,20.0
None,34048,35743,1696,1675274121.0,1675274173.0,53,52.0
stroop,35744,40191,4448,1675274174.0,1675274312.0,139,138.0
None,40192,41727,1536,1675274313.0,1675274360.0,48,47.0
arithmetic,41728,46751,5024,1675274361.0,1675274517.0,157,156.0
None,46752,47007,256,1675274518.0,1675274525.0,8,7.0
stress,47008,57951,10944,1675274526.0,1675274867.0,342,341.0
None,57952,61087,3136,1675274868.0,1675274965.0,98,97.0
bad,61088,64831,3744,1675274966.0,1675275082.0,117,116.0
None,64832,66203,1372,1675275083.0,1675275125.0,43,42.0
