label,start_row,end_row,num_rows,start_time,end_time,unique_timestamps,duration_seconds_wall
None,0,15871,15872,1676065462.0,1676065957.0,496,495.0
jelly,15872,21695,5824,1676065958.0,1676066139.0,182,181.0
None,21696,21919,224,1676066140.0,1676066146.0,7,6.0
count,21920,23903,1984,1676066147.0,1676066208.0,62,61.0
None,23904,24127,224,1676066209.0,1676066215.0,7,6.0
good,24128,27839,3712,1676066216.0,1676066331.0,116,115.0
None,27840,28255,416,1676066332.0,1676066344.0,13,12.0
animal,28256,34079,5824,1676066345.0,1676066526.0,182,181.0
None,34080,34655,576,1676066527.0,1676066544.0,18,17.0
prepareSong,34656,35487,832,1676066545.0,1676066570.0,26,25.0
None,35488,37151,1664,1676066571.0,1676066622.0,52,51.0
stroop,37152,41919,4768,1676066623.0,1676066771.0,149,148.0
None,41920,42943,1024,1676066772.0,1676066803.0,32,31.0
arithmetic,42944,48319,5376,1676066804.0,1676066971.0,168,167.0
None,48320,48415,96,1676066972.0,1676066974.0,3,2.0
stress,48416,59519,11104,1676066975.0,1676067321.0,347,346.0
None,59520,60159,640,1676067322.0,1676067341.0,20,19.0
bad,60160,63679,3520,1676067342.0,1676067451.0,110,109.0
None,63680,64523,844,1676067452.0,1676067478.0,27,26.0
