label,start_row,end_row,num_rows,start_time,end_time,unique_timestamps,duration_seconds_wall
None,0,14751,14752,1675361773.0,1675362233.0,461,460.0
jelly,14752,20575,5824,1675362234.0,1675362415.0,182,181.0
None,20576,20831,256,1675362416.0,1675362423.0,8,7.0
count,20832,22815,1984,1675362424.0,1675362485.0,62,61.0
None,22816,22975,160,1675362486.0,1675362490.0,5,4.0
good,22976,26719,3744,1675362491.0,1675362607.0,117,116.0
None,26720,27135,416,1675362608.0,1675362620.0,13,12.0
animal,27136,32959,5824,1675362621.0,1675362802.0,182,181.0
None,32960,33951,992,1675362803.0,1675362833.0,31,30.0
prepareSong,33952,34335,384,1675362834.0,1675362845.0,12,11.0
None,34336,36031,1696,1675362846.0,1675362898.0,53,52.0
stroop,36032,40895,4864,1675362899.0,1675363050.0,152,151.0
None,40896,41471,576,1675363051.0,1675363068.0,18,17.0
arithmetic,41472,47231,5760,1675363069.0,1675363248.0,180,179.0
None,47232,47327,96,1675363249.0,1675363251.0,3,2.0
stress,47328,58335,11008,1675363252.0,1675363595.0,344,343.0
None,58336,58751,416,1675363596.0,1675363608.0,13,12.0
bad,58752,62655,3904,1675363609.0,1675363730.0,122,121.0
None,62656,63803,1148,1675363731.0,1675363766.0,36,35.0
