label,start_row,end_row,num_rows,start_time,end_time,unique_timestamps,duration_seconds_wall
None,0,19935,19936,1675269495.0,1675270117.0,623,622.0
jelly,19936,25759,5824,1675270118.0,1675270299.0,182,181.0
None,25760,25983,224,1675270300.0,1675270306.0,7,6.0
count,25984,27967,1984,1675270307.0,1675270368.0,62,61.0
None,27968,28191,224,1675270369.0,1675270375.0,7,6.0
good,28192,30591,2400,1675270376.0,1675270450.0,75,74.0
None,30592,32319,1728,1675270451.0,1675270504.0,54,53.0
animal,32320,38143,5824,1675270505.0,1675270686.0,182,181.0
None,38144,39167,1024,1675270687.0,1675270718.0,32,31.0
prepareSong,39168,39519,352,1675270719.0,1675270729.0,11,10.0
None,39520,40639,1120,1675270730.0,1675270764.0,35,34.0
stroop,40640,45631,4992,1675270765.0,1675270920.0,156,155.0
None,45632,46847,1216,1675270921.0,1675270958.0,38,37.0
arithmetic,46848,52351,5504,1675270959.0,1675271130.0,172,171.0
None,52352,52447,96,1675271131.0,1675271133.0,3,2.0
stress,52448,63647,11200,1675271134.0,1675271483.0,350,349.0
None,63648,64575,928,1675271484.0,1675271512.0,29,28.0
bad,64576,66911,2336,1675271513.0,1675271585.0,73,72.0
None,66912,69317,2406,1675271586.0,1675271661.0,76,75.0
