label,start_row,end_row,num_rows,start_time,end_time,unique_timestamps,duration_seconds_wall
None,0,13599,13600,1676063320.0,1676063744.0,425,424.0
jelly,13600,19423,5824,1676063745.0,1676063926.0,182,181.0
None,19424,19871,448,1676063927.0,1676063940.0,14,13.0
count,19872,21599,1728,1676063941.0,1676063994.0,54,53.0
None,21600,21951,352,1676063995.0,1676064005.0,11,10.0
good,21952,25375,3424,1676064006.0,1676064112.0,107,106.0
None,25376,25951,576,1676064113.0,1676064130.0,18,17.0
animal,25952,31775,5824,1676064131.0,1676064312.0,182,181.0
None,31776,32575,800,1676064313.0,1676064337.0,25,24.0
prepareSong,32576,33183,608,1676064338.0,1676064356.0,19,18.0
None,33184,34911,1728,1676064357.0,1676064410.0,54,53.0
stroop,34912,39615,4704,1676064411.0,1676064557.0,147,146.0
None,39616,43519,3904,1676064558.0,1676064679.0,122,121.0
stress,43520,54655,11136,1676064680.0,1676065027.0,348,347.0
None,54656,55231,576,1676065028.0,1676065045.0,18,17.0
bad,55232,58815,3584,1676065046.0,1676065157.0,112,111.0
None,58816,60215,1400,1676065158.0,1676065201.0,44,43.0
