label,start_row,end_row,num_rows,start_time,end_time,unique_timestamps,duration_seconds_wall
None,0,3295,3296,1673447534.0,1673447636.0,103,102.0
jelly,3296,9087,5792,1673447637.0,1673447817.0,181,180.0
None,9088,9407,320,1673447818.0,1673447827.0,10,9.0
count,9408,11231,1824,1673447828.0,1673447884.0,57,56.0
None,11232,12031,800,1673447885.0,1673447909.0,25,24.0
good,12032,15359,3328,1673447910.0,1673448013.0,104,103.0
None,15360,15615,256,1673448014.0,1673448021.0,8,7.0
animal,15616,21407,5792,1673448022.0,1673448202.0,181,180.0
None,21408,21535,128,1673448203.0,1673448206.0,4,3.0
stress,21536,32735,11200,1673448207.0,1673448556.0,350,349.0
None,32736,33983,1248,1673448557.0,1673448595.0,39,38.0
prepareSong,33984,34591,608,1673448596.0,1673448614.0,19,18.0
None,34592,36799,2208,1673448615.0,1673448683.0,69,68.0
arithmetic,36800,40959,4160,1673448684.0,1673448813.0,130,129.0
None,40960,41215,256,1673448814.0,1673448821.0,8,7.0
bad,41216,45151,3936,1673448822.0,1673448944.0,123,122.0
None,45152,45923,772,1673448945.0,1673448969.0,25,24.0
