label,start_row,end_row,num_rows,start_time,end_time,unique_timestamps,duration_seconds_wall
None,0,8799,8800,1686226576.0,1686226850.0,275,274.0
jelly,8800,14591,5792,1686226851.0,1686227031.0,181,180.0
None,14592,15679,1088,1686227032.0,1686227065.0,34,33.0
baseline,15680,18591,2912,1686227066.0,1686227156.0,91,90.0
None,18592,20703,2112,1686227157.0,1686227222.0,66,65.0
count,20704,22495,1792,1686227223.0,1686227278.0,56,55.0
None,22496,24319,1824,1686227279.0,1686227335.0,57,56.0
good,24320,25471,1152,1686227336.0,1686227371.0,36,35.0
None,25472,27775,2304,1686227372.0,1686227443.0,72,71.0
animal,27776,33567,5792,1686227444.0,1686227624.0,181,180.0
None,33568,35679,2112,1686227625.0,1686227690.0,66,65.0
stroop,35680,41151,5472,1686227691.0,1686227861.0,171,170.0
None,41152,42239,1088,1686227862.0,1686227895.0,34,33.0
prepareSong,42240,43231,992,1686227896.0,1686227926.0,31,30.0
None,43232,45279,2048,1686227927.0,1686227990.0,64,63.0
stress,45280,53311,8032,1686227991.0,1686228241.0,251,250.0
None,53312,54399,1088,1686228242.0,1686228275.0,34,33.0
bad,54400,55071,672,1686228276.0,1686228296.0,21,20.0
None,55072,61013,5942,1686228297.0,1686228482.0,186,185.0
