label,start_row,end_row,num_rows,start_time,end_time,unique_timestamps,duration_seconds_wall
None,0,5695,5696,1686229054.0,1686229231.0,178,177.0
jelly,5696,11487,5792,1686229232.0,1686229412.0,181,180.0
None,11488,12735,1248,1686229413.0,1686229451.0,39,38.0
baseline,12736,15007,2272,1686229452.0,1686229522.0,71,70.0
None,15008,17695,2688,1686229523.0,1686229606.0,84,83.0
count,17696,19423,1728,1686229607.0,1686229660.0,54,53.0
None,19424,20895,1472,1686229661.0,1686229706.0,46,45.0
good,20896,25407,4512,1686229707.0,1686229847.0,141,140.0
None,25408,25535,128,1686229848.0,1686229851.0,4,3.0
animal,25536,31615,6080,1686229852.0,1686230041.0,190,189.0
None,31616,33215,1600,1686230042.0,1686230091.0,50,49.0
stroop,33216,39007,5792,1686230092.0,1686230272.0,181,180.0
None,39008,42175,3168,1686230273.0,1686230371.0,99,98.0
prepareSong,42176,43167,992,1686230372.0,1686230402.0,31,30.0
None,43168,45663,2496,1686230403.0,1686230480.0,78,77.0
stress,45664,53727,8064,1686230481.0,1686230732.0,252,251.0
None,53728,54815,1088,1686230733.0,1686230766.0,34,33.0
bad,54816,58847,4032,1686230767.0,1686230892.0,126,125.0
None,58848,59411,564,1686230893.0,1686230910.0,18,17.0
