label,start_row,end_row,num_rows,start_time,end_time,unique_timestamps,duration_seconds_wall
None,0,16095,16096,1673362786.0,1673363288.0,503,502.0
jelly,16096,21887,5792,1673363289.0,1673363469.0,181,180.0
None,21888,22527,640,1673363470.0,1673363489.0,20,19.0
count,22528,24031,1504,1673363490.0,1673363536.0,47,46.0
None,24032,24671,640,1673363537.0,1673363556.0,20,19.0
good,24672,28607,3936,1673363557.0,1673363679.0,123,122.0
None,28608,28767,160,1673363680.0,1673363684.0,5,4.0
animal,28768,34527,5760,1673363685.0,1673363864.0,180,179.0
None,34528,34623,96,1673363865.0,1673363867.0,3,2.0
stress,34624,45887,11264,1673363868.0,1673364219.0,352,351.0
None,45888,47135,1248,1673364220.0,1673364258.0,39,38.0
prepareSong,47136,47903,768,1673364259.0,1673364282.0,24,23.0
None,47904,48511,608,1673364283.0,1673364301.0,19,18.0
arithmetic,48512,49667,1156,1673364302.0,1673364338.0,37,36.0
