label,start_row,end_row,num_rows,start_time,end_time,unique_timestamps,duration_seconds_wall
None,0,3999,4000,1672933837.0,1672933961.0,125,124.0
jelly,4000,9791,5792,1672933962.0,1672934142.0,181,180.0
None,9792,10111,320,1672934143.0,1672934152.0,10,9.0
count,10112,12063,1952,1672934153.0,1672934213.0,61,60.0
None,12064,12255,192,1672934214.0,1672934219.0,6,5.0
good,12256,16127,3872,1672934220.0,1672934340.0,121,120.0
None,16128,16319,192,1672934341.0,1672934346.0,6,5.0
animal,16320,22111,5792,1672934347.0,1672934527.0,181,180.0
None,22112,22335,224,1672934528.0,1672934534.0,7,6.0
stress,22336,33599,11264,1672934535.0,1672934886.0,352,351.0
None,33600,33759,160,1672934887.0,1672934891.0,5,4.0
prepareSong,33760,34751,992,1672934892.0,1672934922.0,31,30.0
None,34752,35519,768,1672934923.0,1672934946.0,24,23.0
arithmetic,35520,41599,6080,1672934947.0,1672935136.0,190,189.0
None,41600,41887,288,1672935137.0,1672935145.0,9,8.0
bad,41888,45759,3872,1672935146.0,1672935266.0,121,120.0
None,45760,46157,398,1672935267.0,1672935279.0,13,12.0
