label,start_row,end_row,num_rows,start_time,end_time,unique_timestamps,duration_seconds_wall
None,0,5727,5728,1673275648.0,1673275826.0,179,178.0
jelly,5728,11519,5792,1673275827.0,1673276007.0,181,180.0
None,11520,11743,224,1673276008.0,1673276014.0,7,6.0
count,11744,13695,1952,1673276015.0,1673276075.0,61,60.0
None,13696,14111,416,1673276076.0,1673276088.0,13,12.0
good,14112,17983,3872,1673276089.0,1673276209.0,121,120.0
None,17984,18047,64,1673276210.0,1673276211.0,2,1.0
animal,18048,23839,5792,1673276212.0,1673276392.0,181,180.0
None,23840,24031,192,1673276393.0,1673276398.0,6,5.0
stress,24032,35519,11488,1673276399.0,1673276757.0,359,358.0
None,35520,35775,256,1673276758.0,1673276765.0,8,7.0
prepareSong,35776,36767,992,1673276766.0,1673276796.0,31,30.0
None,36768,37823,1056,1673276797.0,1673276829.0,33,32.0
arithmetic,37824,43615,5792,1673276830.0,1673277010.0,181,180.0
None,43616,43999,384,1673277011.0,1673277022.0,12,11.0
bad,44000,47871,3872,1673277023.0,1673277143.0,121,120.0
None,47872,48791,920,1673277144.0,1673277172.0,29,28.0
