label,start_row,end_row,num_rows,start_time,end_time,unique_timestamps,duration_seconds_wall
None,0,6655,6656,1673272422.0,1673272629.0,208,207.0
jelly,6656,12447,5792,1673272630.0,1673272810.0,181,180.0
None,12448,12831,384,1673272811.0,1673272822.0,12,11.0
count,12832,14591,1760,1673272823.0,1673272877.0,55,54.0
None,14592,14975,384,1673272878.0,1673272889.0,12,11.0
good,14976,17855,2880,1673272890.0,1673272979.0,90,89.0
None,17856,18975,1120,1673272980.0,1673273014.0,35,34.0
animal,18976,24767,5792,1673273015.0,1673273195.0,181,180.0
None,24768,24895,128,1673273196.0,1673273199.0,4,3.0
stress,24896,36127,11232,1673273200.0,1673273550.0,351,350.0
None,36128,37311,1184,1673273551.0,1673273587.0,37,36.0
prepareSong,37312,37727,416,1673273588.0,1673273600.0,13,12.0
None,37728,38623,896,1673273601.0,1673273628.0,28,27.0
arithmetic,38624,44255,5632,1673273629.0,1673273804.0,176,175.0
None,44256,44639,384,1673273805.0,1673273816.0,12,11.0
bad,44640,48543,3904,1673273817.0,1673273938.0,122,121.0
None,48544,49349,806,1673273939.0,1673273964.0,26,25.0
