label,start_row,end_row,num_rows,start_time,end_time,unique_timestamps,duration_seconds_wall
None,0,15455,15456,1680694819.0,1680695301.0,483,482.0
jelly,15456,21247,5792,1680695302.0,1680695482.0,181,180.0
None,21248,21631,384,1680695483.0,1680695494.0,12,11.0
count,21632,23423,1792,1680695495.0,1680695550.0,56,55.0
None,23424,23871,448,1680695551.0,1680695564.0,14,13.0
good,23872,26015,2144,1680695565.0,1680695631.0,67,66.0
None,26016,27807,1792,1680695632.0,1680695687.0,56,55.0
animal,27808,33599,5792,1680695688.0,1680695868.0,181,180.0
None,33600,33727,128,1680695869.0,1680695872.0,4,3.0
stress,33728,44863,11136,1680695873.0,1680696220.0,348,347.0
None,44864,45151,288,1680696221.0,1680696229.0,9,8.0
prepareSong,45152,46143,992,1680696230.0,1680696260.0,31,30.0
None,46144,47231,1088,1680696261.0,1680696294.0,34,33.0
arithmetic,47232,53023,5792,1680696295.0,1680696475.0,181,180.0
None,53024,53471,448,1680696476.0,1680696489.0,14,13.0
bad,53472,56223,2752,1680696490.0,1680696575.0,86,85.0
None,56224,57581,1358,1680696576.0,1680696618.0,43,42.0
