label,start_row,end_row,num_rows,start_time,end_time,unique_timestamps,duration_seconds_wall
None,0,14431,14432,1671113905.0,1671114355.0,451,450.0
jelly,14432,20223,5792,1671114356.0,1671114536.0,181,180.0
None,20224,20415,192,1671114537.0,1671114542.0,6,5.0
count,20416,22335,1920,1671114543.0,1671114602.0,60,59.0
None,22336,22399,64,1671114603.0,1671114604.0,2,1.0
good,22400,26591,4192,1671114605.0,1671114735.0,131,130.0
None,26592,26623,32,1671114736.0,1671114736.0,1,0.0
animal,26624,32479,5856,1671114737.0,1671114919.0,183,182.0
stress,32480,43807,11328,1671114920.0,1671115273.0,354,353.0
None,43808,43839,32,1671115274.0,1671115274.0,1,0.0
prepareSong,43840,45055,1216,1671115275.0,1671115312.0,38,37.0
None,45056,45919,864,1671115313.0,1671115339.0,27,26.0
arithmetic,45920,51871,5952,1671115340.0,1671115525.0,186,185.0
None,51872,52159,288,1671115526.0,1671115534.0,9,8.0
bad,52160,56191,4032,1671115535.0,1671115660.0,126,125.0
None,56192,58691,2500,1671115661.0,1671115739.0,79,78.0
