label,start_row,end_row,num_rows,start_time,end_time,unique_timestamps,duration_seconds_wall
None,0,6239,6240,1673358122.0,1673358316.0,195,194.0
jelly,6240,12031,5792,1673358317.0,1673358497.0,181,180.0
None,12032,12671,640,1673358498.0,1673358517.0,20,19.0
count,12672,14271,1600,1673358518.0,1673358567.0,50,49.0
None,14272,14719,448,1673358568.0,1673358581.0,14,13.0
good,14720,18751,4032,1673358582.0,1673358707.0,126,125.0
None,18752,18943,192,1673358708.0,1673358713.0,6,5.0
animal,18944,24735,5792,1673358714.0,1673358894.0,181,180.0
None,24736,24799,64,1673358895.0,1673358896.0,2,1.0
stress,24800,36031,11232,1673358897.0,1673359247.0,351,350.0
None,36032,36255,224,1673359248.0,1673359254.0,7,6.0
prepareSong,36256,37247,992,1673359255.0,1673359285.0,31,30.0
None,37248,38239,992,1673359286.0,1673359316.0,31,30.0
arithmetic,38240,44511,6272,1673359317.0,1673359512.0,196,195.0
None,44512,44639,128,1673359513.0,1673359516.0,4,3.0
bad,44640,48351,3712,1673359517.0,1673359632.0,116,115.0
None,48352,49031,680,1673359633.0,1673359654.0,22,21.0
