label,start_row,end_row,num_rows,start_time,end_time,unique_timestamps,duration_seconds_wall
None,0,543,544,1674657261.0,1674657277.0,17,16.0
animal,544,6367,5824,1674657278.0,1674657459.0,182,181.0
None,6368,7039,672,1674657460.0,1674657480.0,21,20.0
prepareSong,7040,7711,672,1674657481.0,1674657501.0,21,20.0
None,7712,9887,2176,1674657502.0,1674657569.0,68,67.0
stroop,9888,14431,4544,1674657570.0,1674657711.0,142,141.0
None,14432,15519,1088,1674657712.0,1674657745.0,34,33.0
arithmetic,15520,20511,4992,1674657746.0,1674657901.0,156,155.0
None,20512,20799,288,1674657902.0,1674657910.0,9,8.0
stress,20800,31999,11200,1674657911.0,1674658260.0,350,349.0
None,32000,33279,1280,1674658261.0,1674658300.0,40,39.0
bad,33280,36511,3232,1674658301.0,1674658401.0,101,100.0
None,36512,37691,1180,1674658402.0,1674658438.0,37,36.0
