label,start_row,end_row,num_rows,start_time,end_time,unique_timestamps,duration_seconds_wall
None,0,7583,7584,1682512587.0,1682512823.0,237,236.0
jelly,7584,13375,5792,1682512824.0,1682513004.0,181,180.0
None,13376,13759,384,1682513005.0,1682513016.0,12,11.0
baseline,13760,15231,1472,1682513017.0,1682513062.0,46,45.0
None,15232,19039,3808,1682513063.0,1682513181.0,119,118.0
count,19040,20671,1632,1682513182.0,1682513232.0,51,50.0
None,20672,21599,928,1682513233.0,1682513261.0,29,28.0
good,21600,24351,2752,1682513262.0,1682513347.0,86,85.0
None,24352,25759,1408,1682513348.0,1682513391.0,44,43.0
animal,25760,31231,5472,1682513392.0,1682513562.0,171,170.0
None,31232,37279,6048,1682513563.0,1682513751.0,189,188.0
stroop,37280,43711,6432,1682513752.0,1682513952.0,201,200.0
None,43712,45439,1728,1682513953.0,1682514006.0,54,53.0
prepareSong,45440,46431,992,1682514007.0,1682514037.0,31,30.0
None,46432,48543,2112,1682514038.0,1682514103.0,66,65.0
stress,48544,56735,8192,1682514104.0,1682514359.0,256,255.0
None,56736,57599,864,1682514360.0,1682514386.0,27,26.0
bad,57600,59103,1504,1682514387.0,1682514433.0,47,46.0
None,59104,63011,3908,1682514434.0,1682514556.0,123,122.0
