label,start_row,end_row,num_rows,start_time,end_time,unique_timestamps,duration_seconds_wall
None,0,7711,7712,1683119922.0,1683120162.0,241,240.0
jelly,7712,13503,5792,1683120163.0,1683120343.0,181,180.0
None,13504,13823,320,1683120344.0,1683120353.0,10,9.0
baseline,13824,16895,3072,1683120354.0,1683120449.0,96,95.0
None,16896,18271,1376,1683120450.0,1683120492.0,43,42.0
count,18272,20223,1952,1683120493.0,1683120553.0,61,60.0
None,20224,20703,480,1683120554.0,1683120568.0,15,14.0
good,20704,23135,2432,1683120569.0,1683120644.0,76,75.0
None,23136,24895,1760,1683120645.0,1683120699.0,55,54.0
animal,24896,30687,5792,1683120700.0,1683120880.0,181,180.0
None,30688,38879,8192,1683120881.0,1683121136.0,256,255.0
prepareSong,38880,39903,1024,1683121137.0,1683121168.0,32,31.0
None,39904,42079,2176,1683121169.0,1683121236.0,68,67.0
stress,42080,50143,8064,1683121237.0,1683121488.0,252,251.0
None,50144,50623,480,1683121489.0,1683121503.0,15,14.0
bad,50624,52575,1952,1683121504.0,1683121564.0,61,60.0
None,52576,56141,3566,1683121565.0,1683121676.0,112,111.0
