label,start_row,end_row,num_rows,start_time,end_time,unique_timestamps,duration_seconds_wall
None,0,6943,6944,1673360517.0,1673360733.0,217,216.0
jelly,6944,12735,5792,1673360734.0,1673360914.0,181,180.0
None,12736,13055,320,1673360915.0,1673360924.0,10,9.0
count,13056,14975,1920,1673360925.0,1673360984.0,60,59.0
None,14976,15263,288,1673360985.0,1673360993.0,9,8.0
good,15264,17535,2272,1673360994.0,1673361064.0,71,70.0
None,17536,19295,1760,1673361065.0,1673361119.0,55,54.0
animal,19296,25087,5792,1673361120.0,1673361300.0,181,180.0
None,25088,25247,160,1673361301.0,1673361305.0,5,4.0
stress,25248,36447,11200,1673361306.0,1673361655.0,350,349.0
None,36448,37823,1376,1673361656.0,1673361698.0,43,42.0
prepareSong,37824,38751,928,1673361699.0,1673361727.0,29,28.0
None,38752,39871,1120,1673361728.0,1673361762.0,35,34.0
arithmetic,39872,44607,4736,1673361763.0,1673361910.0,148,147.0
None,44608,44863,256,1673361911.0,1673361918.0,8,7.0
bad,44864,48991,4128,1673361919.0,1673362047.0,129,128.0
None,48992,52943,3952,1673362048.0,1673362171.0,124,123.0
