label,start_row,end_row,num_rows,start_time,end_time,unique_timestamps,duration_seconds_wall
None,0,5055,5056,1673451971.0,1673452128.0,158,157.0
jelly,5056,10879,5824,1673452129.0,1673452310.0,182,181.0
None,10880,11487,608,1673452311.0,1673452329.0,19,18.0
count,11488,13055,1568,1673452330.0,1673452378.0,49,48.0
None,13056,13567,512,1673452379.0,1673452394.0,16,15.0
good,13568,17439,3872,1673452395.0,1673452515.0,121,120.0
animal,17440,23231,5792,1673452516.0,1673452696.0,181,180.0
stress,23232,34495,11264,1673452697.0,1673453048.0,352,351.0
None,34496,35743,1248,1673453049.0,1673453087.0,39,38.0
prepareSong,35744,36383,640,1673453088.0,1673453107.0,20,19.0
None,36384,38239,1856,1673453108.0,1673453165.0,58,57.0
arithmetic,38240,44223,5984,1673453166.0,1673453352.0,187,186.0
None,44224,44447,224,1673453353.0,1673453359.0,7,6.0
bad,44448,48447,4000,1673453360.0,1673453484.0,125,124.0
None,48448,49031,584,1673453485.0,1673453503.0,19,18.0
