label,start_row,end_row,num_rows,start_time,end_time,unique_timestamps,duration_seconds_wall
None,0,22303,22304,1683117479.0,1683118175.0,697,696.0
jelly,22304,28095,5792,1683118176.0,1683118356.0,181,180.0
None,28096,28383,288,1683118357.0,1683118365.0,9,8.0
baseline,28384,30655,2272,1683118366.0,1683118436.0,71,70.0
None,30656,32831,2176,1683118437.0,1683118504.0,68,67.0
count,32832,34783,1952,1683118505.0,1683118565.0,61,60.0
None,34784,35743,960,1683118566.0,1683118595.0,30,29.0
good,35744,38015,2272,1683118596.0,1683118666.0,71,70.0
None,38016,39839,1824,1683118667.0,1683118723.0,57,56.0
animal,39840,45631,5792,1683118724.0,1683118904.0,181,180.0
None,45632,46623,992,1683118905.0,1683118935.0,31,30.0
stroop,46624,51615,4992,1683118936.0,1683119091.0,156,155.0
None,51616,52991,1376,1683119092.0,1683119134.0,43,42.0
prepareSong,52992,53983,992,1683119135.0,1683119165.0,31,30.0
None,53984,56127,2144,1683119166.0,1683119232.0,67,66.0
stress,56128,64127,8000,1683119233.0,1683119482.0,250,249.0
None,64128,66303,2176,1683119483.0,1683119550.0,68,67.0
bad,66304,67615,1312,1683119551.0,1683119591.0,41,40.0
None,67616,70757,3142,1683119592.0,1683119690.0,99,98.0
